490.0,2018-01-19,call,PCLN180119C00490000,1334.5,1447.5,1457.3,0.0,0.0,1,35,6.86621235474,PCLN,False,PCLN,1755.32,2017-12-26 21:00:02,2017-09-06 13:34:03
490.0,2018-01-19,put,PCLN180119P00490000,0.05,0.0,0.15,0.0,0.0,10,863,1.53515857422,PCLN,False,PCLN,1755.32,2017-12-26 21:00:02,2017-10-09 15:36:26
